,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity,D/E,ROE,Net income margin ratio,ROA,Liabilities to equity ratio,Investing cash flow to operating cash flow
1098,7.26,688.06,12/31/2020,1051.18,884.46,2553.56,2553.56,553.46,166.72,946.43,386.9,-118.51,12.0,Crisil Ltd.,695.3199999999999,3.672496116895818,23.977449232008286,0.1761567152351468,0.06528924325255722,3.672496116895818,-0.306306539157405
1099,7.29,961.89,12/31/2021,1485.84,1008.82,2687.19,2687.19,333.44,477.02,1099.32,-118.01,396.06,12.0,Crisil Ltd.,969.18,2.772642852720857,49.21892734063848,0.4339227886329731,0.17751629025115453,2.772642852720857,-3.356156257944242
1100,,,,,,,,,,,,,,Crompton Greaves Consumer Electricals Ltd.,,,,,,,
1101,,,,,,,,,,,,,,Crompton Greaves Consumer Electricals Ltd.,,,,,,,
1102,,,,,,,,,,,,,,Crompton Greaves Consumer Electricals Ltd.,,,,,,,
1103,0.05,-1.87,3/31/2015,,1.87,1.04,1.04,2.86,-1.87,,0.0,,2.0,Crompton Greaves Consumer Electricals Ltd.,-1.82,-0.5714285714285714,102.74725274725276,,-1.7980769230769231,-0.5714285714285714,0.0
1104,125.35,103.37,3/31/2016,1874.81,1807.3,1659.37,1659.37,904.07,105.19,1870.96,175.71,2.44,12.0,Crompton Greaves Consumer Electricals Ltd.,228.72,7.255027981811822,45.990731024833856,0.05622247402403044,0.06339152811006588,7.255027981811822,0.013886517557338796
1105,125.35,392.4,3/31/2017,4036.16,3775.52,2134.2,2134.2,945.51,283.17,4016.67,312.57,-319.26,12.0,Crompton Greaves Consumer Electricals Ltd.,517.75,4.122066634476099,54.69241912119749,0.07049869668157951,0.13268203542310938,4.122066634476099,-1.0214032056819273
1106,125.36,664.14,3/31/2018,4135.87,3826.87,2444.65,2444.65,983.67,323.79,4105.12,315.41,-33.05,12.0,Crompton Greaves Consumer Electricals Ltd.,789.5,3.096453451551615,41.01203293223559,0.07887467357836069,0.13244840774753033,3.096453451551615,-0.1047842490726356
1107,125.4,973.08,3/31/2019,4555.62,4176.39,2694.62,2694.62,1224.41,402.52,4479.35,301.44,-171.44,12.0,Crompton Greaves Consumer Electricals Ltd.,1098.48,2.453044206539946,36.643361736217315,0.089861252190608,0.14937913323585514,2.453044206539946,-0.5687367303609342
1108,125.46,1342.34,3/31/2020,4628.22,4259.81,2770.23,2770.23,1100.65,494.7,4512.38,421.07,-1.67,12.0,Crompton Greaves Consumer Electricals Ltd.,1467.8,1.8873347867556889,33.70350183948767,0.10963172427854037,0.17857723004949047,1.8873347867556889,-0.003966086398936044
1109,125.54,1793.45,3/31/2021,4902.26,4335.72,3586.89,3586.89,1345.88,604.74,4750.23,814.92,-488.73,12.0,Crompton Greaves Consumer Electricals Ltd.,1918.99,1.8691551284790435,31.51345238901714,0.12730751984640745,0.1685973085319037,1.8691551284790435,-0.5997275806214107
1110,55.44,1987.71,3/31/2012,4586.96,4054.59,3149.99,3149.99,947.59,591.27,4410.53,438.32,11.91,12.0,Cummins India Ltd.,2043.15,1.5417321293101336,28.93913809558769,0.13405871856670287,0.18770535779478667,1.5417321293101336,0.027171929184157693
1111,55.44,2331.29,3/31/2013,5168.3,4404.0,3699.54,3699.54,1107.17,764.11,4899.99,528.61,-218.64,12.0,Cummins India Ltd.,2386.73,1.5500454596875222,32.01493256463865,0.15594113457374403,0.2065418943976819,1.5500454596875222,-0.41361306066854575
1112,55.44,2509.71,3/31/2014,4502.87,3908.01,5370.63,5370.63,1029.67,600.02,4325.1,361.07,55.24,12.0,Cummins India Ltd.,2565.15,2.0936904274603823,23.391224684716292,0.1387297403528242,0.11172246086585745,2.0936904274603823,0.15298972498407512
1113,55.44,2831.08,3/31/2015,4995.94,4262.68,6059.24,6059.24,1234.97,785.85,4708.21,497.91,-56.29,12.0,Cummins India Ltd.,2886.52,2.0991505342072805,27.2248243559719,0.16691056686086644,0.12969448313649898,2.0991505342072805,-0.11305255969954409
1114,55.44,3425.86,3/31/2016,5317.75,4565.36,4592.84,4592.84,900.12,754.3,5088.06,692.0,-212.32,12.0,Cummins India Ltd.,3481.3,1.3192887714359578,21.66719328986298,0.14824903794373492,0.1642338944966513,1.3192887714359578,-0.3068208092485549
1115,55.44,3686.73,3/31/2017,5640.16,4884.17,5152.87,5152.87,1211.74,734.63,5491.47,746.34,-486.81,12.0,Cummins India Ltd.,3742.17,1.3769737879358768,19.631123118404563,0.1337765662017638,0.1425671518978744,1.3769737879358768,-0.6522630436530268
1116,55.44,3930.63,3/31/2018,5445.65,4697.17,5634.44,5634.44,1448.39,708.47,5244.22,637.63,-135.96,12.0,Cummins India Ltd.,3986.07,1.4135326273748328,17.773646724718834,0.13509540026924882,0.12573920389603938,1.4135326273748328,-0.2132271066292364
1117,55.44,4075.01,3/31/2019,6011.0,5327.85,5890.28,5890.28,1527.31,722.57,5835.67,550.0,16.94,12.0,Cummins India Ltd.,4130.45,1.4260625355590795,17.493735549395346,0.1238195442854034,0.12267158776832342,1.4260625355590795,0.0308
1118,55.44,4119.52,3/31/2020,5536.4,4873.62,6008.72,6008.72,1571.39,629.34,5342.36,598.98,-213.47,12.0,Cummins India Ltd.,4174.96,1.439228160269799,15.074156399103225,0.11780187033445894,0.10473778109148038,1.439228160269799,-0.35638919496477345
1119,55.44,4351.33,3/31/2021,4734.16,4134.91,5747.44,5747.44,1108.34,617.87,4512.45,787.85,15.53,12.0,Cummins India Ltd.,4406.7699999999995,1.3042296285034163,14.020926892032035,0.13692561690434243,0.10750351460824298,1.3042296285034163,0.01971187408770705
1120,55.8,1110.83,3/31/2013,1090.57,906.23,1629.9,1629.9,190.25,184.34,1051.56,122.67,-66.56,12.0,Cyient Ltd.,1166.6299999999999,1.3971010517473408,15.80106803356677,0.17530145688310703,0.11309896312657218,1.3971010517473408,-0.5425939512513247
1121,55.98,1329.82,3/31/2014,1311.84,1056.93,1944.6,1944.6,349.3,254.91,1224.49,144.0,33.28,12.0,Cyient Ltd.,1385.8,1.4032327897243468,18.394429210564294,0.20817646530392245,0.1310860845418081,1.4032327897243468,0.23111111111111113
1122,56.18,1524.44,3/31/2015,1405.54,1134.38,2231.24,2231.24,357.18,271.16,1294.01,213.75,-303.27,12.0,Cyient Ltd.,1580.6200000000001,1.4116232870645693,17.155293492427024,0.209550158035873,0.12152883598357866,1.4116232870645693,-1.4188070175438596
1123,56.2,1621.2,3/31/2016,1362.6,1129.1,2380.9,2380.9,336.1,233.5,1246.2,257.7,-76.2,12.0,Cyient Ltd.,1677.4,1.4193990699892691,13.92035292714916,0.18736960359492857,0.09807215758746692,1.4193990699892691,-0.29569266589057047
1124,56.3,1825.9,3/31/2017,1391.6,1154.7,2695.7,2695.7,436.9,236.9,1293.6,235.7,-29.7,12.0,Cyient Ltd.,1882.2,1.432206991818085,12.586335139730103,0.18313234384662957,0.08788069889082614,1.432206991818085,-0.12600763682647434
1125,56.3,2005.1,3/31/2018,1646.6,1244.8,3038.2,3038.2,509.1,401.8,1442.8,239.9,-12.2,12.0,Cyient Ltd.,2061.4,1.4738527214514405,19.49160764528961,0.27848627668422515,0.13224935817260222,1.4738527214514405,-0.050854522717799076
1126,55.2,2181.3,3/31/2019,1795.7,1355.0,3349.5,3349.5,571.6,440.7,1668.2,229.8,10.9,12.0,Cyient Ltd.,2236.5,1.4976525821596245,19.70489604292421,0.26417695719937656,0.1315718763994626,1.4976525821596245,0.0474325500435161
1127,55.0,2043.3,3/31/2020,1649.8,1401.8,3531.0,3531.0,824.7,248.0,1527.2,342.0,-55.3,12.0,Cyient Ltd.,2098.3,1.682790830672449,11.81909164561788,0.16238868517548455,0.0702350608892665,1.682790830672449,-0.16169590643274853
1128,55.0,2342.2,3/31/2021,1525.3,1247.2,3979.1,3979.1,897.8,278.1,1432.3,648.5,-33.8,12.0,Cyient Ltd.,2397.2,1.6598948773569164,11.601034540297015,0.19416323395936608,0.06989017617049083,1.6598948773569164,-0.05212027756360832
1129,55.2,2543.5,3/31/2022,2037.1,1468.0,4237.5,4237.5,936.1,569.1,1754.7,301.4,-152.2,12.0,Cyient Ltd.,2598.7,1.6306230038095972,21.899411244083584,0.3243289451188237,0.1343008849557522,1.6306230038095972,-0.5049767750497678
1130,250.11,752.94,3/31/2013,1035.18,933.12,11290.7,11290.7,386.3,102.06,,900.54,-916.61,12.0,D C B Bank Ltd.,1003.0500000000001,11.256368077364039,10.174966352624496,,0.009039297829186853,11.256368077364039,-1.0178448486463678
1131,250.32,903.64,3/31/2014,1274.18,1122.82,12936.29,12936.29,583.86,151.36,,771.1,-300.1,12.0,D C B Bank Ltd.,1153.96,11.210345245935734,13.11657249818018,,0.011700417971458587,11.210345245935734,-0.3891842821942679
1132,282.01,1306.55,3/31/2015,1588.26,1397.08,16150.4,16150.4,770.79,191.18,,347.52,-872.09,12.0,D C B Bank Ltd.,1588.56,10.166691846703934,12.034798811502242,,0.011837477709530414,10.166691846703934,-2.509467081031308
1133,284.44,1507.72,3/31/2016,1919.62,1723.91,19142.26,19142.26,1252.48,195.71,,602.11,-423.36,12.0,D C B Bank Ltd.,1792.16,10.681111061512363,10.920341933755914,,0.010223975643419326,10.681111061512363,-0.7031273355366959
1134,285.36,1919.52,3/31/2017,2325.34,2125.66,24070.54,24070.54,1276.47,199.68,,1736.03,-1567.33,12.0,D C B Bank Ltd.,2204.88,10.916938790319655,9.056275171437902,,0.008295617796692554,10.916938790319655,-0.9028242599494248
1135,308.08,2499.77,3/31/2018,2725.87,2474.46,30247.73,30247.73,1480.68,251.41,,230.05,-59.21,12.0,D C B Bank Ltd.,2807.85,10.772559075449188,8.953825881012161,,0.008311698100981462,10.772559075449188,-0.25737883068898065
1136,309.55,2806.07,3/31/2019,3392.55,3061.12,35827.17,35827.17,1517.92,331.43,,-281.33,-76.42,12.0,D C B Bank Ltd.,3115.6200000000003,11.499210430026766,10.637690090575871,,0.009250800440001263,11.499210430026766,0.2716382895531938
1137,310.42,3111.74,3/31/2020,3929.94,3585.01,38538.38,38538.38,1305.11,344.93,,170.69,-71.74,12.0,D C B Bank Ltd.,3422.16,11.261419688150173,10.079306636744045,,0.008950298377876809,11.261419688150173,-0.4202941004159587
1138,310.54,3448.05,3/31/2021,3975.01,3633.19,39644.48,39644.48,1657.44,341.82,,-1502.13,-79.37,12.0,D C B Bank Ltd.,3758.59,10.547700068376706,9.09436783474654,,0.008622133522750203,10.547700068376706,0.05283830294315405
1139,310.98,3737.86,3/31/2022,3971.81,3678.28,44891.58,44891.58,2017.79,293.53,,1606.08,-156.62,12.0,D C B Bank Ltd.,4048.84,11.087516424457375,7.249730787089635,,0.00653864265860101,11.087516424457375,-0.09751693564455072
1140,33.18,1206.41,3/31/2012,5192.82,5534.89,4609.85,4609.85,2221.49,-14.26,5149.81,308.04,-76.75,12.0,D C M Shriram Ltd.,1239.5900000000001,3.7188505876943183,-1.150380367702224,-0.0027690341973781556,-0.003093376140221482,3.7188505876943183,-0.24915595377223734
1141,33.18,1367.12,3/31/2013,5700.69,5572.59,4666.39,4666.39,2235.26,190.54,5653.21,274.08,82.26,12.0,D C M Shriram Ltd.,1400.3,3.332421623937728,13.607084196243663,0.033704744737945345,0.04083242077923191,3.332421623937728,0.30013134851138357
1142,32.61,1640.79,3/31/2014,6397.93,5837.33,4856.62,4856.62,2216.44,274.66,6340.21,980.07,-209.64,12.0,D C M Shriram Ltd.,1673.3999999999999,2.9022469224333696,16.41329030715908,0.04332033166093868,0.05655373490205123,2.9022469224333696,-0.21390308855489912
1143,32.48,1824.42,3/31/2015,5811.57,5546.68,4443.43,4443.43,1890.67,241.93,5730.92,186.11,195.3,12.0,D C M Shriram Ltd.,1856.9,2.3929290753406214,13.028703753567775,0.04221486253516015,0.0544466774541289,2.3929290753406214,1.0493793992799958
1144,32.48,2104.35,3/31/2016,6041.02,5898.43,5546.37,5546.37,2758.42,352.99,5965.1,128.26,-360.88,12.0,D C M Shriram Ltd.,2136.83,2.595606576096367,16.519330035613503,0.05917587299458517,0.06364342804392784,2.595606576096367,-2.8136597536254486
1145,32.48,2507.49,3/31/2017,6135.17,5862.38,6218.74,6218.74,2737.13,522.07,6064.81,790.5,-437.69,12.0,D C M Shriram Ltd.,2539.97,2.4483517521860496,20.55417977377686,0.08608183933214726,0.08395108977059662,2.4483517521860496,-0.5536875395319418
1146,32.48,3037.46,3/31/2018,7262.0,6551.82,6359.88,6359.88,2176.4,688.44,7155.97,811.51,-314.65,12.0,D C M Shriram Ltd.,3069.94,2.0716626383577528,22.425193977732466,0.09620498688507638,0.10824732542123437,2.0716626383577528,-0.38773397740015525
1147,31.19,3521.41,3/31/2019,8013.64,7401.16,8220.64,8220.64,3052.84,906.83,7916.7,799.29,-828.15,12.0,D C M Shriram Ltd.,3552.6,2.313978494623656,25.525812081292575,0.11454646506751551,0.11031136261896886,2.313978494623656,-1.0361070450024397
1148,31.19,4073.99,3/31/2020,8075.49,7546.96,9421.4,9421.4,3455.27,743.67,7904.58,501.51,-525.43,12.0,D C M Shriram Ltd.,4105.179999999999,2.295002898776668,18.115405414622504,0.09408089993396233,0.07893412868575796,2.295002898776668,-1.047695958206217
1149,31.19,4661.47,3/31/2021,8629.02,7580.62,9255.23,9255.23,2667.43,662.48,8492.15,1868.88,-639.08,12.0,D C M Shriram Ltd.,4692.66,1.972277983062911,14.117366269876788,0.07801086886124245,0.07157898831255409,1.972277983062911,-0.3419588202559822
1150,339.68,14156.87,3/31/2012,4591.8,3550.01,36091.13,36091.13,10632.53,1041.79,3487.39,419.2,1158.71,12.0,D L F Ltd.,14496.550000000001,2.4896358098995965,7.186468504575226,0.2987305692796045,0.02886554120084353,2.4896358098995965,2.7640982824427485
1151,339.74,14274.45,3/31/2013,3351.86,2850.31,37037.64,37037.64,12921.22,501.55,2149.15,-74.0,2756.92,12.0,D L F Ltd.,14614.19,2.534361466492498,3.43193841054482,0.2333713328525231,0.013541629542271052,2.534361466492498,-37.255675675675676
1152,356.29,16287.24,3/31/2014,4025.54,3498.72,37656.55,37656.55,12890.21,526.82,2468.02,2109.35,390.64,12.0,D L F Ltd.,16643.53,2.2625338494898624,3.1653140890183757,0.21345856192413354,0.013990129207269386,2.2625338494898624,0.18519449119396972
1153,356.39,16873.0,3/31/2015,4139.41,3199.33,36020.16,36020.16,9610.88,940.08,2996.79,-36.36,4488.9,12.0,D L F Ltd.,17229.39,2.090623057461698,5.456258172808208,0.3136956543501547,0.026098718051224646,2.090623057461698,-123.45709570957095
1154,356.74,13761.24,3/31/2016,5479.09,3982.47,29765.27,29765.27,8144.13,1496.62,3619.67,1665.8,3084.45,12.0,D L F Ltd.,14117.98,2.1083235703691323,10.60080833093686,0.41346863111830634,0.050280746655414175,2.1083235703691323,1.8516328490815224
1155,356.8,14346.58,3/31/2017,4464.22,3867.66,29141.38,29141.38,8220.59,596.56,3704.06,-684.73,2091.13,12.0,D L F Ltd.,14703.38,1.98195108879727,4.057298389894024,0.16105570644104036,0.020471233689001684,1.98195108879727,-3.053948271581499
1156,356.81,14077.87,3/31/2018,3860.91,3495.71,33302.15,33302.15,5792.75,365.2,3056.47,30.88,-3940.06,12.0,D L F Ltd.,14434.68,2.3070930564446184,2.5300179844651907,0.11948424162514273,0.01096625893523391,2.3070930564446184,-127.59261658031089
1157,441.44,19064.12,3/31/2019,3715.08,3027.5,37449.03,37449.03,11076.48,687.58,3295.38,654.91,1189.82,12.0,D L F Ltd.,19505.559999999998,1.919915654818421,3.5250461919575757,0.20864968531701958,0.01836042215245629,1.919915654818421,1.816768716312165
1158,495.06,26309.57,3/31/2020,6212.96,3948.64,42349.62,42349.62,11976.58,2264.32,2365.17,20.36,-4849.74,12.0,D L F Ltd.,26804.63,1.5799367497331618,8.447495824415409,0.9573603588748378,0.05346730383885381,1.5799367497331618,-238.19941060903733
1159,495.06,27188.73,3/31/2021,4429.47,3353.5,40275.61,40275.61,9294.16,1075.97,3885.94,913.9,-71.33,12.0,D L F Ltd.,27683.79,1.4548445137027841,3.8866426887358996,0.27688796018466577,0.026715175760218157,1.4548445137027841,-0.07805011489222015
1160,174.21,1129.06,3/31/2012,3874.15,3470.24,2877.86,2877.86,1159.84,463.24,3795.85,520.12,-218.58,12.0,Dabur India Ltd.,1303.27,2.2081840294029633,35.54443822078311,0.12203854209202156,0.16096682951915658,2.2081840294029633,-0.4202491732677075
1161,174.29,1391.32,3/31/2013,4493.34,3876.75,3320.67,3320.67,1384.32,590.97,4406.15,702.55,-343.11,12.0,Dabur India Ltd.,1565.61,2.1210071473738674,37.74694847375783,0.13412389501038324,0.17796709700150873,2.1210071473738674,-0.4883780513842432
1162,174.38,1727.96,3/31/2014,5035.88,4376.11,3735.09,3735.09,1452.92,672.09,4934.99,712.23,-101.41,12.0,Dabur India Ltd.,1902.3400000000001,1.9634187369239988,35.329646645710014,0.1361887258130209,0.17993943921030014,1.9634187369239988,-0.1423837805203375
1163,175.65,2160.54,3/31/2015,5648.92,4918.59,4387.74,4387.74,1661.73,762.58,5514.48,839.2,-616.17,12.0,Dabur India Ltd.,2336.19,1.878160594814634,32.642036820635305,0.1382868375621999,0.1737979005137041,1.878160594814634,-0.7342349857006673
1164,175.91,2918.38,3/31/2016,5617.05,4703.56,5249.76,5249.76,1755.91,937.26,5433.35,960.3,-497.64,12.0,Dabur India Ltd.,3094.29,1.6965959880941994,30.28998574794218,0.1725013113456707,0.17853387583432384,1.6965959880941994,-0.518213058419244
1165,176.15,3481.73,3/31/2017,5644.48,4654.34,6172.32,6172.32,1874.38,998.33,5381.49,926.94,-682.12,12.0,Dabur India Ltd.,3657.88,1.6874036327052828,27.292584775881114,0.18551181921735432,0.16174307229696452,1.6874036327052828,-0.7358836602153321
1166,176.15,4050.71,3/31/2018,5894.84,4896.82,5857.72,5857.72,1244.73,1072.05,5582.44,816.41,-262.38,12.0,Dabur India Ltd.,4226.86,1.3858325092385366,25.362798862512598,0.19203968157293227,0.18301489316662453,1.3858325092385366,-0.32138263862520056
1167,176.63,3792.19,3/31/2019,6548.13,5273.75,5696.17,5696.17,1528.05,1264.29,6236.36,1123.57,416.71,12.0,Dabur India Ltd.,3968.82,1.4352301187758578,31.85556412233359,0.20272883541039965,0.2219544009395787,1.4352301187758578,0.3708803189832409
1168,176.71,4397.52,3/31/2020,6586.7,5486.24,6245.65,6245.65,1452.72,1170.35,6270.03,1154.77,-331.54,12.0,Dabur India Ltd.,4574.2300000000005,1.3653992038004208,25.585726996674847,0.18665779908549082,0.18738642094898048,1.3653992038004208,-0.28710479143032813
1169,176.74,5214.48,3/31/2021,7467.74,6262.56,7649.12,7649.12,2049.83,1381.89,7162.63,1704.17,-1121.4,12.0,Dabur India Ltd.,5391.219999999999,1.418810584617211,25.632231665559935,0.19293052970766325,0.18065999748990735,1.418810584617211,-0.6580329427228504
1170,,,,,,,,,,,,,,Dalmia Bharat Ltd.,,,,,,,
1171,,,,,,,,,,,,,,Dalmia Bharat Ltd.,,,,,,,
1172,0.05,,3/31/2014,,,0.05,0.05,,,,,,12.0,Dalmia Bharat Ltd.,,,,,,,
1173,0.05,,3/31/2015,,,0.05,0.05,,,,,,12.0,Dalmia Bharat Ltd.,,,,,,,
1174,0.05,-0.01,3/31/2016,,,0.04,0.04,,,,,,12.0,Dalmia Bharat Ltd.,0.04,1.0,,,,1.0,
1175,,809.0,3/31/2017,168.0,128.0,7826.0,7826.0,334.0,40.0,103.0,18.0,15.0,12.0,Dalmia Bharat Ltd.,,,,0.3883495145631068,0.005111167901865576,,0.8333333333333334
1176,,859.0,3/31/2018,216.0,144.0,7746.0,7746.0,203.0,72.0,125.0,-198.0,431.0,12.0,Dalmia Bharat Ltd.,,,,0.576,0.009295120061967466,,-2.176767676767677
1177,39.0,7541.0,3/31/2019,271.0,170.0,7702.0,7702.0,79.0,101.0,164.0,-187.0,225.0,12.0,Dalmia Bharat Ltd.,7580.0,1.0160949868073879,1.3324538258575198,0.6158536585365854,0.013113477018956115,1.0160949868073879,-1.2032085561497325
1178,39.0,7603.0,3/31/2020,317.0,182.0,7728.0,7728.0,36.0,135.0,151.0,-12.0,205.0,12.0,Dalmia Bharat Ltd.,7642.0,1.011253598534415,1.7665532583093433,0.8940397350993378,0.01746894409937888,1.011253598534415,-17.083333333333332
1179,37.0,7229.0,3/31/2021,197.0,172.0,7553.0,7553.0,247.0,25.0,148.0,40.0,70.0,12.0,Dalmia Bharat Ltd.,7266.0,1.0394990366088632,0.34406826314340766,0.16891891891891891,0.0033099430689792135,1.0394990366088632,1.75
1180,88.2,1135.29,3/31/2012,2520.32,2338.42,2634.7,2634.7,772.94,212.97,2474.12,101.11,-203.54,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1223.49,2.1534299422144847,17.406762621680603,0.08607909074741726,0.08083273237939805,2.1534299422144847,-2.013055088517456
1181,88.2,1226.05,3/31/2013,2835.25,2720.19,2981.34,2981.34,795.17,147.07,2774.81,223.08,-317.29,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1314.25,2.268472512840023,11.190412782956058,0.05300182715212933,0.049330166971898536,2.268472512840023,-1.422314864622557
1182,88.2,1402.91,3/31/2014,4084.2,3888.43,3185.94,3185.94,935.37,243.88,4039.34,413.66,-66.33,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1491.1100000000001,2.1366230526252252,16.355600861103472,0.060376200072289034,0.07654883645015285,2.1366230526252252,-0.1603490789537301
1183,88.2,1436.66,3/31/2015,3977.61,3970.15,3488.41,3488.41,1450.2,78.35,3931.97,-72.96,-191.24,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1524.8600000000001,2.287691984837952,5.138176619492936,0.019926398217687318,0.022460089267029963,2.287691984837952,2.6211622807017547
1184,88.2,1483.47,3/31/2016,4521.89,4468.11,4474.15,4474.15,2255.05,119.83,1765.56,-99.28,-60.96,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1571.67,2.846748999471899,7.624374073437807,0.06787081719114615,0.026782740855805016,2.846748999471899,0.6140209508460919
1185,88.2,1477.45,3/31/2017,2171.92,2039.51,3360.92,3360.92,1726.94,90.3,2156.93,-7.3,106.05,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1565.65,2.1466611311595822,5.767572573691437,0.041865058207730434,0.026867643383359317,2.1466611311595822,-14.527397260273972
1186,88.2,1527.61,3/31/2018,3343.54,3302.64,3676.42,3676.42,1807.78,112.89,3214.21,-223.56,319.48,12.0,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,1615.81,2.275279890581195,6.986588769719212,0.03512216065533988,0.030706502521474693,2.275279890581195,-1.4290570764000716
