,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
1452,3/31/2014,Garware Technical Fibres Ltd.,21.97,252.93,699.47,666.76,599.94,599.94,287.33,26.66,690.7,79.09,-19.53,274.9,19.72,128.03,5960.71,626.48
1453,3/31/2015,Garware Technical Fibres Ltd.,21.88,288.13,791.88,756.01,700.43,700.43,358.56,43.05,788.4,74.5,-25.0,310.01,35.18,140.75,5995.76,715.57
1454,3/31/2016,Garware Technical Fibres Ltd.,21.88,342.91,841.36,771.48,823.62,823.62,419.76,61.88,831.09,143.14,-36.7,364.79,53.19,175.08,6012.26,722.42
1455,3/31/2017,Garware Technical Fibres Ltd.,21.88,423.71,858.47,783.49,844.95,844.95,358.9,84.3,849.32,120.48,-146.77,445.59,75.61,123.2,5951.13,723.54
1456,3/31/2018,Garware Technical Fibres Ltd.,21.88,514.12,918.55,825.1,988.9,988.9,410.06,105.12,885.5,28.0,-53.08,536.0,91.95,12.49,5986.18,750.85
1457,3/31/2019,Garware Technical Fibres Ltd.,21.88,627.63,1064.25,940.31,1081.18,1081.18,384.08,125.61,1032.81,133.23,-77.82,649.51,113.76,99.72,5855.35,850.05
1458,3/31/2020,Garware Technical Fibres Ltd.,21.88,751.06,1040.15,875.75,1206.96,1206.96,390.35,178.0,954.37,144.36,-57.6,772.9399999999999,127.58,150.95,5875.56,805.6
1459,3/31/2021,Garware Technical Fibres Ltd.,20.62,820.74,1074.55,899.7,1324.82,1324.82,435.41,154.63,1028.86,207.37,-120.56,841.36,154.63,275.79,5886.59,819.9
1460,6/30/2012,Gillette India Ltd.,32.59,586.67,1284.14,1232.61,1535.08,1535.08,420.49,75.73,1249.06,141.01,-41.7,619.26,18.92,74.21,16120.72,1144.16
1461,6/30/2013,Gillette India Ltd.,32.59,616.64,1496.08,1430.56,1050.28,1050.28,386.09,87.16,1458.84,29.4,78.31,649.23,29.97,165.85,16143.69,1327.92
1462,6/30/2014,Gillette India Ltd.,32.59,610.87,1803.58,1756.19,1067.13,1067.13,410.07,51.42,1680.81,96.3,-36.12,643.46,-5.77,127.45,16030.95,1607.78
1463,6/30/2015,Gillette India Ltd.,32.59,709.75,2088.53,1900.77,1218.69,1218.69,466.16,158.13,1885.56,171.93,-102.56,742.34,99.3,146.74,16153.47,1652.13
1464,6/30/2016,Gillette India Ltd.,32.59,904.03,1901.64,1724.12,1432.1,1432.1,486.38,214.18,1775.68,279.42,155.04,936.62,136.21,442.36,16215.06,1493.73
1465,6/30/2017,Gillette India Ltd.,32.59,468.02,1827.84,1595.16,1006.12,1006.12,466.82,253.08,1788.24,247.97,13.69,500.61,-429.34,29.85,16027.53,1419.53
1466,6/30/2018,Gillette India Ltd.,32.59,661.59,1689.66,1439.75,1216.51,1216.51,482.09,229.05,1676.85,237.12,-76.76,694.1800000000001,189.82,140.03,15971.97,1258.97
1467,6/30/2019,Gillette India Ltd.,32.59,745.77,1913.8,1683.59,1219.85,1219.85,383.83,252.92,1861.65,134.18,-64.68,778.36,88.2,202.03,15975.39,1502.74
1468,6/30/2020,Gillette India Ltd.,32.59,878.69,1698.65,1493.5,1361.41,1361.41,384.74,230.18,1679.06,225.22,-29.03,911.2800000000001,132.13,368.66,16096.77,1336.6
1469,6/30/2021,Gillette India Ltd.,32.59,756.42,2041.92,1750.03,1405.76,1405.76,532.36,310.38,2009.42,443.16,-79.35,789.01,-119.74,218.38,16027.85,1545.45
1470,3/31/2012,Gland Pharma Ltd.,11.76,439.92,540.56,439.02,718.04,718.04,235.93,101.23,531.99,112.96,-112.67,451.68,101.23,130.53,46107.76,393.27
1471,3/31/2013,Gland Pharma Ltd.,11.76,598.0,765.05,612.24,920.05,920.05,247.82,158.09,760.17,134.22,-152.84,609.76,158.09,139.52,45833.74,528.74
1472,3/31/2014,Gland Pharma Ltd.,11.76,821.88,1006.46,859.13,1287.27,1287.27,305.66,223.88,997.92,130.42,-190.31,833.64,223.88,265.46,44866.85,713.42
1473,3/31/2015,Gland Pharma Ltd.,15.67,1378.52,1034.86,819.21,1758.52,1758.52,244.17,209.27,1001.6,148.05,-399.9,1394.19,209.27,595.55,44271.91,676.36
1474,3/31/2016,Gland Pharma Ltd.,15.49,1661.57,1394.26,1070.66,2086.29,2086.29,287.65,314.12,1357.5,224.1,-11.92,1677.06,314.12,775.91,44031.46,844.83
1475,3/31/2017,Gland Pharma Ltd.,15.49,2074.33,1525.19,1065.09,2474.7,2474.7,253.39,413.73,1491.62,476.44,-96.65,2089.8199999999997,413.73,1089.85,43679.92,818.04
1476,3/31/2018,Gland Pharma Ltd.,15.5,2394.91,1671.68,1417.23,2931.25,2931.25,380.18,321.11,1622.89,201.93,-358.84,2410.41,247.09,1294.09,42323.98,1151.56
1477,3/31/2019,Gland Pharma Ltd.,15.5,2846.61,2129.78,1792.03,3525.28,3525.28,533.75,451.91,2044.21,185.07,-314.14,2862.11,451.91,1626.76,42503.46,1461.53
1478,3/31/2020,Gland Pharma Ltd.,15.5,3630.73,2802.52,2036.56,4097.45,4097.45,364.39,772.86,2633.24,700.93,-766.07,3646.23,772.86,2345.25,43735.08,1678.73
1479,3/31/2021,Gland Pharma Ltd.,16.36,5886.93,3599.38,2875.86,6503.51,6503.51,513.9,997.01,3462.88,604.94,-1524.55,5903.29,997.01,4488.48,42575.91,2433.7
1480,12/31/2011,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1835.24,2648.94,2274.43,3025.69,3025.69,866.64,430.6,2468.67,321.56,368.48,1919.94,-10.88,747.51,26055.5,1732.32
1481,12/31/2012,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1925.31,2939.76,2309.92,5850.71,5850.71,846.37,577.26,2742.52,293.63,-92.58,2010.01,90.08,1772.39,26213.04,1955.66
1482,12/31/2013,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1932.49,2895.14,2444.0,6145.12,6145.12,893.29,501.88,2665.02,267.42,197.98,2017.19,7.17,1717.42,25992.81,2150.7
1483,3/31/2015,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1766.98,3650.24,3179.98,6489.92,6489.92,1369.03,471.65,3444.09,340.88,177.62,1851.68,-165.51,1445.01,26047.87,2778.28
1484,3/31/2016,Glaxosmithkline Pharmaceuticals Ltd.,84.7,2119.95,2964.47,2734.43,6545.71,6545.71,792.59,374.53,2816.29,138.26,499.09,2204.6499999999996,-262.63,1513.36,25987.73,2485.15
1485,3/31/2017,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1943.51,3114.7,2698.42,6671.02,6671.02,893.32,336.78,2981.9,232.29,303.07,2028.21,-172.96,853.51,25421.92,2495.08
1486,3/31/2018,Glaxosmithkline Pharmaceuticals Ltd.,84.7,1995.24,2967.2,2673.15,7736.6,7736.6,2960.87,351.99,2886.22,474.77,-107.0,2079.94,46.15,442.23,25784.45,2436.63
1487,3/31/2019,Glaxosmithkline Pharmaceuticals Ltd.,169.41,1973.01,3278.1,2827.18,7880.79,7880.79,2815.89,425.36,3119.79,411.18,-154.44,2142.42,67.96,454.55,25538.81,2492.12
1488,3/31/2020,Glaxosmithkline Pharmaceuticals Ltd.,169.41,1670.64,3849.04,3774.42,3171.95,3171.95,1020.1,110.05,3212.95,490.97,-63.1,1840.0500000000002,-298.4,716.74,25666.71,2589.28
1489,3/31/2021,Glaxosmithkline Pharmaceuticals Ltd.,169.41,1348.54,3340.59,3010.55,3136.67,3136.67,1317.37,357.57,3186.14,594.86,408.14,1517.95,-320.05,833.33,25517.63,2526.27
1490,3/31/2012,Glenmark Pharmaceuticals Ltd.,27.05,2158.65,1688.78,1436.35,3198.01,3198.01,646.51,265.3,1633.67,194.64,601.54,2185.7000000000003,202.41,106.72,11168.22,1282.21
1491,3/31/2013,Glenmark Pharmaceuticals Ltd.,27.09,2496.1,2172.39,1781.68,3915.36,3915.36,1267.94,394.38,2047.87,253.01,-113.24,2523.19,330.98,-192.95,10960.82,1718.49
1492,3/31/2014,Glenmark Pharmaceuticals Ltd.,27.12,2878.89,2505.85,2077.26,4614.2,4614.2,1337.52,433.82,2438.71,114.24,216.55,2906.0099999999998,370.33,336.89,10603.88,1918.72
1493,3/31/2015,Glenmark Pharmaceuticals Ltd.,27.13,4924.93,5370.99,4433.13,8619.15,8619.15,2712.27,1007.53,5286.03,145.09,-176.02,4952.06,941.92,1095.48,10787.29,3857.4
1494,3/31/2016,Glenmark Pharmaceuticals Ltd.,28.22,7337.74,6320.37,4909.64,11637.3,11637.3,3402.72,1484.27,6203.08,354.73,-1545.59,7365.96,1416.35,1753.61,10763.3,4499.64
1495,3/31/2017,Glenmark Pharmaceuticals Ltd.,28.22,9408.4,8243.75,6186.66,16364.62,16364.62,3118.3,2140.61,8095.51,877.72,-2580.29,9436.619999999999,2072.66,3789.53,10269.51,5211.72
1496,3/31/2018,Glenmark Pharmaceuticals Ltd.,28.22,10363.23,6612.31,5458.25,15884.5,15884.5,2408.59,1014.35,5544.21,1123.71,-1137.12,10391.449999999999,946.43,3454.5,10227.18,4296.64
1497,3/31/2019,Glenmark Pharmaceuticals Ltd.,28.22,11913.88,7829.98,5736.05,17747.11,17747.11,2533.94,1622.11,6304.87,2489.59,-2255.61,11942.099999999999,1554.08,2677.64,9930.91,4477.28
1498,3/31/2020,Glenmark Pharmaceuticals Ltd.,28.22,13198.06,7337.97,5934.65,19496.41,19496.41,2656.71,1354.55,6712.63,1579.11,-1607.39,13226.279999999999,1286.52,1991.92,10510.76,5342.43
1499,3/31/2021,Glenmark Pharmaceuticals Ltd.,28.22,14781.29,8038.08,6383.4,21161.13,21161.13,2781.53,1649.45,7567.94,1243.43,-1235.24,14809.51,1578.91,2355.89,10351.34,5596.32
1500,3/31/2012,Godfrey Phillips India Ltd.,10.4,910.5,3418.6,3227.7,1658.7,1658.7,454.67,181.36,3383.42,200.97,-220.19,920.9,133.01,249.34,6181.04,3031.92
1501,3/31/2013,Godfrey Phillips India Ltd.,10.4,1031.32,3675.32,3599.78,1822.84,1822.84,541.39,169.48,3635.59,181.13,-75.93,1041.72,120.81,301.8,6133.72,3408.98
1502,3/31/2014,Godfrey Phillips India Ltd.,10.4,1153.3,4220.68,4032.24,1943.71,1943.71,611.37,170.64,4192.73,287.84,-133.07,1163.7,121.97,219.67,6007.38,3804.41
1503,3/31/2015,Godfrey Phillips India Ltd.,10.4,1282.21,4485.9,4443.02,2071.21,2071.21,672.38,183.08,4453.12,60.36,-28.72,1292.6100000000001,133.01,262.47,6011.54,4232.77
1504,3/31/2016,Godfrey Phillips India Ltd.,10.4,1499.23,4298.74,4147.47,2073.16,2073.16,451.98,171.66,4264.68,323.2,-123.37,1509.63,121.59,431.73,6093.17,3954.37
1505,3/31/2017,Godfrey Phillips India Ltd.,10.4,1581.42,5472.22,5217.29,2116.54,2116.54,431.6,136.35,5425.83,248.06,-131.44,1591.8200000000002,86.28,452.51,5807.72,5053.83
1506,3/31/2018,Godfrey Phillips India Ltd.,10.4,1696.87,5908.93,5619.71,2351.68,2351.68,562.82,160.76,5832.95,513.83,-408.85,1707.27,110.69,245.73,5752.35,5439.76
1507,3/31/2019,Godfrey Phillips India Ltd.,10.4,1885.87,2673.48,2447.01,2680.85,2680.85,728.61,240.97,2594.36,351.55,-311.92,1896.27,190.82,196.4,5460.66,2207.34
1508,3/31/2020,Godfrey Phillips India Ltd.,10.4,2050.45,3151.01,2772.53,3134.53,3134.53,708.68,387.88,3045.45,376.58,-70.37,2060.85,174.76,163.32,5439.6,2455.48
1509,3/31/2021,Godfrey Phillips India Ltd.,10.4,2406.03,3045.33,2706.86,3562.21,3562.21,798.88,356.94,2928.03,299.64,-318.04,2416.4300000000003,356.94,515.7,5324.96,2421.77
1510,3/31/2012,Godrej Agrovet Ltd.,12.12,201.82,2220.03,2157.04,996.56,996.56,729.6,80.81,2198.05,240.65,-156.27,213.94,41.79,-242.45,10107.62,2087.73
1511,3/31/2013,Godrej Agrovet Ltd.,12.64,373.7,2868.87,2784.91,1289.29,1289.29,730.82,100.16,2852.97,95.18,-170.75,386.34,70.77,-102.54,10094.17,2694.73
1512,3/31/2014,Godrej Agrovet Ltd.,12.64,433.49,3258.62,3139.39,1517.41,1517.41,856.38,143.87,3240.09,284.02,-185.82,446.13,101.32,-152.95,10060.54,3044.78
1513,3/31/2015,Godrej Agrovet Ltd.,92.57,512.46,3517.17,3340.66,1664.25,1664.25,922.84,198.88,3467.04,51.7,-131.16,605.03,158.87,-100.01,9892.4,3204.64
1514,3/31/2016,Godrej Agrovet Ltd.,92.57,604.0,3424.95,3295.76,2404.18,2404.18,1606.06,154.02,3372.45,39.9,-420.87,696.5699999999999,104.66,-477.15,9914.5,3095.53
1515,3/31/2017,Godrej Agrovet Ltd.,185.13,717.48,3696.79,3487.26,2410.4,2410.4,1400.23,203.72,3625.07,801.23,-49.64,902.61,203.72,-291.62,9926.99,3282.91
1516,3/31/2018,Godrej Agrovet Ltd.,192.03,1096.85,3720.77,3525.57,2592.49,2592.49,1201.64,186.61,3687.16,241.24,-170.36,1288.8799999999999,86.34,-33.1,9645.48,3327.72
1517,3/31/2019,Godrej Agrovet Ltd.,192.03,1198.85,4551.39,4403.35,2917.81,2917.81,1408.32,203.63,4483.82,362.56,-132.08,1390.8799999999999,100.17,1.5,9665.65,4199.37
1518,3/31/2020,Godrej Agrovet Ltd.,192.04,1385.69,5302.85,4963.8,3280.08,3280.08,1585.93,293.31,5266.68,57.67,-182.65,1577.73,189.84,34.66,9584.94,4768.28
1519,3/31/2021,Godrej Agrovet Ltd.,192.07,1563.8,4675.96,4410.06,3283.51,3283.51,1339.93,279.0,4582.04,-122.38,-30.86,1755.87,173.37,258.59,9620.49,4171.91
1520,3/31/2012,Godrej Consumer Products Ltd.,34.03,2489.89,3345.64,2827.99,3588.88,3588.88,799.49,604.39,3100.53,687.64,-1004.73,2523.92,422.35,150.09,78043.39,2613.47
1521,3/31/2013,Godrej Consumer Products Ltd.,34.03,2727.07,3839.78,3445.75,4694.32,4694.32,1056.02,510.94,3789.13,572.55,-308.25,2761.1000000000004,312.65,142.72,76662.9,3257.1
1522,3/31/2014,Godrej Consumer Products Ltd.,34.04,2990.32,4340.37,3713.44,5249.0,5249.0,1455.4,564.84,4300.37,749.54,-553.15,3024.36,355.77,-404.04,75435.81,3483.08
1523,3/31/2015,Godrej Consumer Products Ltd.,34.04,3349.01,4769.05,4109.55,5861.67,5861.67,1540.67,654.45,4702.94,791.26,-462.39,3383.05,430.48,-223.77,75302.87,3851.15
1524,3/31/2016,Godrej Consumer Products Ltd.,34.05,3749.84,4954.89,4280.46,6227.95,6227.95,1116.75,722.67,4891.39,512.1,-99.44,3783.8900000000003,497.28,41.35,75880.63,3939.36
1525,3/31/2017,Godrej Consumer Products Ltd.,34.06,4339.55,5152.59,4308.66,7520.43,7520.43,1515.7,847.72,5088.99,1177.18,-1008.43,4373.610000000001,612.07,83.39,75880.63,3952.8
1526,3/31/2018,Godrej Consumer Products Ltd.,68.13,4573.46,5436.77,4390.66,8198.15,8198.15,1834.51,999.87,5354.74,1235.44,-302.42,4641.59,261.93,167.44,74188.26,3972.36
1527,3/31/2019,Godrej Consumer Products Ltd.,102.22,4823.94,6078.67,4295.94,8841.7,8841.7,1805.64,1754.98,5984.22,1082.16,459.99,4926.16,276.35,-63.19,77639.47,4432.35
1528,3/31/2020,Godrej Consumer Products Ltd.,102.23,5025.39,5872.31,4769.32,9282.0,9282.0,1874.55,1179.89,5781.05,919.98,-191.36,5127.62,193.96,50.46,77854.21,4396.56
1529,3/31/2021,Godrej Consumer Products Ltd.,102.25,6256.93,6590.15,5407.01,10350.64,10350.64,1390.65,1224.34,6525.41,1374.0,-1019.12,6359.18,1224.34,506.14,77895.11,4892.88
1530,3/31/2012,Godrej Industries Ltd.,31.76,1200.79,1635.76,1443.35,2676.6,2676.6,1163.16,201.56,1365.05,203.98,-4.47,1232.55,136.89,-493.26,15868.27,1329.43
1531,3/31/2013,Godrej Industries Ltd.,33.52,1590.6,1674.97,1550.74,3194.16,3194.16,1041.21,98.59,1427.68,13.54,-691.01,1624.12,27.4,-118.15,15689.88,1446.26
1532,3/31/2014,Godrej Industries Ltd.,33.12,1401.81,1701.24,1629.38,3703.29,3703.29,1496.48,125.48,1394.69,40.86,-240.66,1434.9299999999998,56.79,-1000.39,15190.05,1487.43
1533,3/31/2015,Godrej Industries Ltd.,33.59,1624.69,1794.01,1611.11,4391.16,4391.16,1575.38,156.77,1412.56,-123.78,-297.98,1658.28,86.0,-1073.09,15245.59,1436.62
1534,3/31/2016,Godrej Industries Ltd.,33.6,1723.26,1561.53,1532.98,4827.98,4827.98,1933.76,34.21,1308.5,-362.73,-0.57,1756.86,-97.59,-1322.82,15137.88,1311.37
1535,3/31/2017,Godrej Industries Ltd.,33.61,1581.82,1658.17,1849.46,5032.76,5032.76,2280.73,-145.24,1564.35,247.64,-226.03,1615.4299999999998,-145.24,-1802.84,14728.93,1587.53
1536,3/31/2018,Godrej Industries Ltd.,33.63,1781.48,2296.53,2041.73,5119.68,5119.68,2766.79,241.51,1796.71,284.36,170.8,1815.1100000000001,181.51,-2218.88,14291.37,1742.88
1537,3/31/2019,Godrej Industries Ltd.,33.64,1609.34,2195.62,2289.34,5516.55,5516.55,3045.82,-101.37,1841.87,447.73,-214.03,1642.98,-162.02,-2010.03,13749.47,1731.86
1538,3/31/2020,Godrej Industries Ltd.,33.65,1596.99,2044.85,2007.09,5249.23,5249.23,2818.92,30.81,1770.82,411.0,2.89,1630.64,-7.88,-1966.69,14175.25,1671.4
1539,3/31/2021,Godrej Industries Ltd.,33.66,1492.64,1925.63,2110.41,6957.42,6957.42,3229.6,-107.54,1824.6,138.5,-1712.53,1526.3000000000002,-107.54,-1079.39,14156.74,1799.85
1540,3/31/2012,Godrej Properties Ltd.,78.04,1321.55,470.48,631.13,3018.1,3018.1,1362.69,81.36,336.2,-452.81,29.94,1399.59,54.15,-191.5,38188.91,480.49
1541,3/31/2013,Godrej Properties Ltd.,78.05,1286.24,489.49,522.45,2925.12,2925.12,1099.05,122.67,334.2,120.32,-20.11,1364.29,86.13,-2.61,36494.5,407.54
1542,3/31/2014,Godrej Properties Ltd.,99.12,1691.03,774.58,669.61,4304.99,4304.99,2177.73,97.65,574.42,-448.71,-358.71,1790.15,51.0,-118.87,34580.46,501.65
1543,3/31/2015,Godrej Properties Ltd.,99.68,1818.57,718.72,736.99,4733.52,4733.52,2649.86,127.92,484.81,-427.74,-87.28,1918.25,79.9,-834.14,34451.19,508.03
1544,3/31/2016,Godrej Properties Ltd.,108.13,1677.14,596.29,810.08,5350.97,5350.97,3556.83,22.73,334.15,-418.42,198.75,1785.27,-25.29,-1162.31,34620.77,538.04
1545,3/31/2017,Godrej Properties Ltd.,108.18,1881.81,1230.49,1096.48,6113.03,6113.03,4112.0,196.51,991.03,-290.17,-327.34,1989.99,196.51,-965.71,33294.71,725.99
1546,3/31/2018,Godrej Properties Ltd.,108.24,1339.64,1049.99,1163.3,7231.78,7231.78,5267.86,105.04,554.27,504.47,-363.46,1447.88,105.04,-1851.4,32983.35,714.39
1547,3/31/2019,Godrej Properties Ltd.,114.66,2542.39,1902.9,1193.01,7813.34,7813.34,4632.15,209.35,1433.56,127.37,-645.78,2657.0499999999997,209.35,-1190.64,31947.8,707.59
1548,3/31/2020,Godrej Properties Ltd.,126.01,4979.98,2605.32,1778.65,9939.44,9939.44,4814.92,384.16,2085.36,66.58,-2055.54,5105.99,384.16,155.78,33618.58,1068.75
1549,3/31/2021,Godrej Properties Ltd.,138.97,8616.54,1241.44,2332.23,14986.37,14986.37,5081.92,-42.81,570.42,-505.16,-3553.97,8755.51,-42.81,2799.71,32527.43,1728.9
1550,3/31/2012,Granules India Ltd.,20.06,224.67,573.54,552.16,507.57,507.57,149.68,27.31,572.83,39.22,-64.52,244.73,22.65,16.67,6792.88,504.93
1551,3/31/2013,Granules India Ltd.,20.13,250.38,700.75,677.97,617.71,617.71,178.2,30.18,699.57,45.69,-106.49,270.51,25.47,17.64,6792.88,627.26
1552,3/31/2014,Granules India Ltd.,20.28,324.03,1024.92,946.29,857.63,857.63,249.66,81.01,1022.1,93.89,-158.38,344.30999999999995,72.7,38.52,6412.19,860.44
1553,3/31/2015,Granules India Ltd.,20.43,404.98,1251.25,1166.59,1108.91,1108.91,381.4,95.23,1249.84,134.57,-129.88,425.41,82.91,76.65,6424.59,1048.44
1554,3/31/2016,Granules India Ltd.,21.67,615.66,1360.15,1261.17,1571.57,1571.57,650.47,120.78,1353.49,143.99,-171.22,637.3299999999999,97.28,114.26,6336.55,1105.32
1555,3/31/2017,Granules India Ltd.,22.87,861.5,1388.7,1258.07,1861.88,1861.88,777.3,142.83,1374.17,190.14,-299.19,884.37,120.51,-30.35,5949.66,1082.8
1556,3/31/2018,Granules India Ltd.,25.38,1252.82,1677.64,1525.59,2654.65,2654.65,860.07,139.16,1653.87,23.98,-494.86,1278.2,110.11,179.8,6006.7,1345.19
1557,3/31/2019,Granules India Ltd.,25.42,1397.81,2126.93,2032.1,2853.06,2853.06,858.59,161.84,2098.43,226.85,-242.91,1423.23,131.2,278.22,5788.45,1820.13
1558,3/31/2020,Granules India Ltd.,25.42,1786.16,2497.51,2084.74,3190.04,3190.04,869.91,444.07,2309.93,494.79,-164.8,1811.5800000000002,413.42,443.03,6104.66,1838.5
1559,3/31/2021,Granules India Ltd.,24.77,2137.85,3153.95,2593.72,3743.63,3743.63,1159.97,552.78,3134.98,374.66,-232.62,2162.62,528.03,645.3,5928.58,2246.77
1560,3/31/2012,Graphite India Ltd.,39.08,1522.84,1813.52,1547.91,2461.14,2461.14,668.05,237.89,1742.02,28.62,-128.38,1561.9199999999998,158.42,750.22,8493.95,1394.52
1561,3/31/2013,Graphite India Ltd.,39.08,1605.92,1872.56,1786.86,2712.17,2712.17,838.24,163.08,1836.18,10.38,-36.99,1645.0,83.08,921.92,8365.01,1632.26
1562,3/31/2014,Graphite India Ltd.,39.08,1696.84,1885.12,1734.89,3217.97,3217.97,1283.62,170.92,1844.89,561.05,-140.18,1735.9199999999998,90.92,1016.86,8006.49,1576.84
1563,3/31/2015,Graphite India Ltd.,39.08,1714.53,1602.17,1539.68,3099.83,3099.83,1211.11,82.19,1571.36,173.82,5.22,1753.61,35.16,984.49,7876.57,1424.82
1564,3/31/2016,Graphite India Ltd.,39.08,1702.25,1471.17,1238.45,3036.43,3036.43,1184.98,104.64,1424.64,284.91,-110.51,1741.33,10.58,1064.9,7920.53,1137.75
1565,3/31/2017,Graphite India Ltd.,39.08,1812.78,1500.25,1367.88,2457.8,2457.8,484.74,112.28,1391.75,250.16,-192.36,1851.86,112.28,1116.35,7576.67,1285.87
1566,3/31/2018,Graphite India Ltd.,39.08,2562.71,3075.68,2148.87,3532.27,3532.27,806.1,913.63,2983.43,703.65,-546.05,2601.79,749.02,1768.9,7404.74,1617.2
1567,3/31/2019,Graphite India Ltd.,39.08,4614.34,6954.35,4827.93,5977.87,5977.87,1186.61,2805.75,6737.3,1770.07,-1205.67,4653.42,2052.04,3454.66,6926.06,3204.86
1568,3/31/2020,Graphite India Ltd.,39.08,3771.29,3032.92,2841.53,4661.5,4661.5,755.42,31.33,2875.37,171.58,645.95,3810.37,-840.15,2452.82,7472.14,2770.45
1569,3/31/2021,Graphite India Ltd.,39.08,3968.77,2145.83,1705.0,4809.74,4809.74,699.76,199.32,1838.64,633.38,-398.75,4007.85,199.32,2429.24,7365.66,1577.3
1570,3/31/2012,Grasim Industries Ltd.,91.71,9007.67,5839.78,4816.37,11048.1,11048.1,1079.7,1177.0,5371.09,787.8,-463.25,9099.38,958.62,2760.51,86190.62,4252.91
1571,3/31/2013,Grasim Industries Ltd.,91.78,10030.07,6414.46,5220.1,13077.47,13077.47,1564.01,1225.99,5771.9,853.55,-1156.98,10121.85,1009.66,1825.49,87299.85,4679.17
1572,3/31/2014,Grasim Industries Ltd.,91.83,10735.74,6574.04,5665.76,13892.35,13892.35,1527.81,895.99,6157.51,62.28,221.49,10827.57,695.64,1744.22,85094.56,5231.18
1573,3/31/2015,Grasim Industries Ltd.,91.86,11091.05,7307.96,6859.08,14444.47,14444.47,1624.13,529.9,6955.88,447.64,27.47,11182.91,361.16,1757.12,86200.49,6313.83
1574,3/31/2016,Grasim Industries Ltd.,93.35,13778.49,10184.26,9220.46,18371.29,18371.29,2705.17,970.64,9778.15,1344.72,-701.15,13871.84,801.91,1448.6,87681.66,8204.33
1575,3/31/2017,Grasim Industries Ltd.,93.37,16137.61,11775.07,10119.6,20348.02,20348.02,2543.27,1560.0,11257.24,2259.32,-844.04,16230.980000000001,1339.16,2254.4,84564.63,8972.46
1576,3/31/2018,Grasim Industries Ltd.,131.47,44658.35,16632.18,14782.41,54210.29,54210.29,6245.35,1768.66,16052.6,2352.88,-1921.93,44789.82,1367.19,1708.27,84920.11,12814.76
1577,3/31/2019,Grasim Industries Ltd.,131.52,41827.66,21213.59,20824.53,52194.33,52194.33,7011.98,515.3,20584.74,2555.5,-2263.06,41959.18,59.47,3353.4,86648.14,16558.66
1578,3/31/2020,Grasim Industries Ltd.,131.56,37560.03,21764.22,20622.6,50024.14,50024.14,7675.99,1288.0,18543.71,3531.82,-4493.58,37691.59,772.99,464.46,87819.9,16461.39
1579,3/31/2021,Grasim Industries Ltd.,131.61,42816.24,16782.79,15603.93,55027.84,55027.84,6803.35,905.0,14011.96,3791.96,-2261.74,42947.85,642.35,285.52,87243.89,12107.51
1580,3/31/2012,Great Eastern Shipping Co. Ltd.,152.29,4978.22,2039.39,1896.05,9929.5,9929.5,1275.82,143.34,1709.62,119.95,90.25,5130.51,29.36,1902.27,5819.9,1226.63
1581,3/31/2013,Great Eastern Shipping Co. Ltd.,152.32,4848.47,2038.23,1891.97,9943.08,9943.08,1574.72,146.26,1735.19,500.75,393.51,5000.79,22.36,1784.05,5640.02,1302.33
1582,3/31/2014,Great Eastern Shipping Co. Ltd.,150.78,4655.54,1796.73,1592.05,9485.17,9485.17,1778.9,204.68,1492.58,429.45,-130.7,4806.32,54.12,1084.76,5415.16,993.83
1583,3/31/2015,Great Eastern Shipping Co. Ltd.,150.78,4779.98,2022.55,1705.25,9445.38,9445.38,1825.27,317.3,1734.08,530.12,498.05,4930.759999999999,130.54,1129.48,5418.01,1174.99
1584,3/31/2016,Great Eastern Shipping Co. Ltd.,150.78,4469.3,2178.86,1560.58,8875.93,8875.93,1617.46,618.28,1972.49,1057.31,-341.8,4620.08,261.18,1454.73,5643.59,993.91
1585,3/31/2017,Great Eastern Shipping Co. Ltd.,150.78,5011.24,2270.75,1669.36,10767.27,10767.27,1818.64,601.39,1703.96,719.36,-1529.57,5162.0199999999995,540.81,1430.68,5449.42,964.76
1586,3/31/2018,Great Eastern Shipping Co. Ltd.,150.78,5074.64,2399.27,2239.08,10577.76,10577.76,1220.87,160.19,2061.03,524.46,-340.21,5225.42,46.99,1902.03,5653.58,1393.12
1587,3/31/2019,Great Eastern Shipping Co. Ltd.,150.78,4914.94,2913.41,2932.88,10380.92,10380.92,1603.95,-19.47,2651.27,673.83,526.66,5065.719999999999,-145.55,1339.98,5273.11,1866.5
1588,3/31/2020,Great Eastern Shipping Co. Ltd.,146.97,4920.08,3168.9,2888.21,10048.27,10048.27,878.6,280.69,2870.76,1142.16,612.63,5067.05,99.12,2043.17,5333.78,1673.55
